@relation 'Risk data-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z50.0-no-replacement-V'

@attribute ID numeric
@attribute AGE numeric
@attribute INCOME numeric
@attribute GENDER {m,f}
@attribute MARITAL {married,single,divsepwid}
@attribute NUMKIDS numeric
@attribute NUMCARDS numeric
@attribute HOWPAID {monthly,weekly}
@attribute MORTGAGE {y,n}
@attribute STORECAR numeric
@attribute LOANS numeric
@attribute RISK {'good risk','bad loss','bad profit'}

@data
101543,22,24535,m,married,1,0,weekly,y,1,2,'bad loss'
102037,20,18110,m,single,1,3,monthly,n,1,1,'bad profit'
100987,19,20191,m,married,2,2,monthly,y,3,2,'bad profit'
101962,25,24029,f,married,1,1,monthly,y,2,2,'bad profit'
101060,19,24127,f,married,1,1,weekly,y,2,2,'bad profit'
102038,20,20326,m,single,0,2,weekly,y,1,1,'bad profit'
101110,19,23374,f,married,2,1,monthly,y,2,1,'bad profit'
103008,41,26203,f,divsepwid,3,5,weekly,y,4,2,'bad loss'
102972,41,24219,m,divsepwid,4,6,weekly,y,5,3,'bad loss'
101702,23,16629,f,married,2,2,monthly,y,2,2,'bad loss'
103883,44,24121,f,married,3,4,weekly,y,4,1,'bad loss'
101948,25,23566,f,married,2,0,weekly,y,1,2,'bad profit'
103047,38,24798,f,divsepwid,3,5,weekly,n,4,3,'bad loss'
101667,23,24030,f,married,2,2,monthly,y,1,1,'bad profit'
101174,38,22789,m,married,1,0,weekly,y,2,2,'bad profit'
100794,45,53704,m,married,1,2,monthly,y,2,1,'good risk'
103890,44,23650,f,married,2,4,monthly,y,5,2,'bad loss'
103999,47,16874,f,married,3,3,weekly,y,5,1,'bad loss'
100138,36,29608,m,single,0,0,monthly,y,1,0,'good risk'
102760,25,17535,m,single,1,3,weekly,n,1,1,'bad loss'
103919,45,17319,f,married,2,4,weekly,y,5,2,'bad loss'
102239,21,23821,f,single,1,2,weekly,y,2,1,'bad profit'
103383,46,24892,m,divsepwid,4,5,weekly,n,4,3,'good risk'
102381,22,17810,m,single,1,1,weekly,y,1,1,'bad profit'
103022,37,17091,f,divsepwid,2,6,weekly,n,4,2,'bad loss'
100381,33,53115,f,married,0,2,monthly,y,1,0,'bad loss'
103085,42,16159,m,divsepwid,4,6,weekly,n,3,3,'bad profit'
100307,31,40653,f,married,0,2,monthly,y,1,0,'good risk'
102449,23,15460,f,single,1,2,weekly,n,1,1,'bad profit'
103958,46,17088,f,married,2,4,weekly,y,5,2,'bad loss'
102857,25,23628,m,single,0,3,monthly,y,3,1,'bad profit'
101241,20,24322,m,married,1,0,monthly,y,1,2,'bad profit'
102291,22,21701,f,single,0,1,monthly,y,3,1,'bad profit'
100203,40,26528,m,single,0,1,monthly,y,1,0,'good risk'
102898,40,18434,f,divsepwid,4,5,weekly,n,4,3,'good risk'
103103,43,18947,f,divsepwid,2,6,weekly,n,4,2,'bad loss'
102280,22,16806,f,single,0,3,monthly,n,3,1,'bad profit'
101382,35,23825,f,married,1,1,weekly,y,2,2,'good risk'
100808,18,19847,f,married,2,0,weekly,y,2,2,'bad profit'
102829,25,23710,f,single,1,2,weekly,n,2,1,'bad profit'
103267,44,29640,f,divsepwid,4,6,weekly,y,4,2,'bad profit'
102252,30,24907,f,single,0,2,monthly,n,3,1,'bad profit'
103765,40,28870,m,married,3,4,monthly,y,4,2,'bad loss'
101317,21,21334,f,married,1,2,weekly,y,3,2,'bad profit'
102439,30,20847,m,single,1,2,monthly,n,1,1,'bad profit'
102165,21,20349,m,single,1,3,weekly,y,2,1,'bad profit'
103329,37,17179,f,divsepwid,3,6,weekly,y,4,3,'good risk'
103726,50,27381,f,divsepwid,4,6,weekly,y,4,2,'bad profit'
101854,25,19142,f,married,2,0,weekly,y,1,2,'bad profit'
101056,27,24913,m,married,2,1,monthly,y,2,1,'good risk'
101958,25,15051,m,married,1,0,monthly,y,2,1,'bad profit'
101489,22,22602,m,married,2,0,monthly,y,2,1,'bad profit'
100179,38,31101,m,single,0,0,monthly,y,1,0,'bad loss'
101982,25,23515,m,married,1,2,monthly,y,2,2,'bad profit'
101213,32,23723,m,married,1,2,monthly,y,3,1,'bad loss'
100251,35,31454,m,single,0,1,monthly,y,0,0,'bad loss'
100034,27,30796,f,single,0,0,monthly,y,2,0,'good risk'
103806,42,16520,m,married,3,3,monthly,y,5,1,'bad loss'
101734,36,22122,m,married,2,2,monthly,y,2,1,'bad profit'
102499,23,24854,f,single,0,1,weekly,y,2,1,'bad profit'
102282,22,17419,f,single,1,2,weekly,n,1,1,'bad profit'
102133,21,15190,m,single,1,1,weekly,n,2,1,'bad profit'
100003,25,32662,m,single,0,0,monthly,y,2,0,'bad profit'
100717,43,40728,m,married,1,1,monthly,y,1,1,'bad profit'
100787,45,40609,m,married,1,1,monthly,y,2,0,'good risk'
102660,24,21277,m,single,0,1,weekly,y,3,1,'bad profit'
100575,39,40057,m,married,0,1,monthly,y,1,1,'bad loss'
102786,25,20587,m,single,1,1,monthly,n,2,1,'bad profit'
101855,35,21023,m,married,1,1,monthly,y,1,1,'bad profit'
101235,20,23227,m,married,2,1,weekly,y,1,1,'bad profit'
100924,18,18279,f,married,1,2,monthly,y,1,2,'bad profit'
101197,20,22665,f,married,2,2,weekly,y,1,2,'bad profit'
102828,25,18350,m,single,1,1,weekly,n,2,1,'bad profit'
101115,20,17179,f,married,1,0,weekly,y,1,1,'bad profit'
103840,31,22349,f,married,3,3,monthly,y,4,1,'bad loss'
102359,22,23217,f,single,0,1,monthly,n,2,1,'bad profit'
103237,44,29022,m,divsepwid,2,5,weekly,n,4,3,'good risk'
100802,45,48607,f,married,1,2,monthly,y,2,1,'good risk'
102417,26,24472,m,single,0,1,monthly,n,3,1,'bad loss'
102509,23,15319,f,single,1,2,monthly,n,2,1,'bad profit'
100341,32,40543,f,married,1,1,monthly,y,1,0,'bad loss'
100734,44,33454,m,married,0,1,monthly,y,1,1,'good risk'
103690,50,22238,f,divsepwid,4,5,weekly,n,4,3,'good risk'
100239,43,32569,f,single,0,1,monthly,y,0,0,'good risk'
102191,21,21682,m,single,1,3,weekly,n,3,1,'bad profit'
101033,19,22280,m,married,1,0,weekly,y,2,1,'bad profit'
103916,45,21320,f,married,2,3,monthly,y,5,1,'bad loss'
101438,22,22232,f,married,2,2,weekly,y,2,2,'bad profit'
102533,23,23311,m,single,0,1,monthly,y,2,1,'bad profit'
103996,47,26184,f,married,2,3,monthly,y,5,1,'bad loss'
100814,18,21349,m,married,1,0,weekly,y,3,2,'bad profit'
104103,50,25549,f,married,2,4,monthly,y,5,2,'bad loss'
101951,25,24000,f,married,1,1,weekly,y,2,2,'bad profit'
100843,18,17383,f,married,1,2,monthly,y,3,2,'bad profit'
103837,31,18774,f,married,3,4,monthly,y,4,2,'bad loss'
103051,42,23045,m,divsepwid,4,6,weekly,y,3,3,'good risk'
101244,33,23450,f,married,2,1,monthly,y,1,2,'good risk'
102716,24,23998,f,single,0,3,weekly,n,2,1,'bad profit'
100974,19,20857,m,married,1,2,monthly,y,2,1,'bad profit'
101383,21,24560,f,married,1,2,monthly,y,1,1,'bad profit'
103617,49,15392,m,divsepwid,2,6,weekly,n,5,2,'good risk'
102473,32,22925,m,single,1,2,monthly,n,1,1,'bad profit'
103113,27,21595,f,divsepwid,4,6,weekly,n,4,2,'bad profit'
101881,25,22486,f,married,2,0,weekly,y,1,1,'bad profit'
102127,21,19168,f,single,0,1,monthly,y,2,1,'bad profit'
101570,22,24281,f,married,2,2,weekly,y,3,1,'bad profit'
102138,21,22136,f,single,0,2,weekly,y,3,1,'bad profit'
102111,20,23713,f,single,0,3,monthly,n,3,1,'bad profit'
103230,44,25010,f,divsepwid,2,6,weekly,n,5,3,'bad profit'
102177,21,15881,f,single,0,2,monthly,y,2,1,'bad profit'
102312,22,16844,m,single,0,1,weekly,y,1,1,'bad profit'
102140,21,22579,m,single,0,3,monthly,n,2,1,'bad profit'
102012,20,20186,m,single,0,3,monthly,y,2,1,'bad profit'
102421,22,23006,f,single,1,1,weekly,y,1,1,'bad profit'
102311,22,21671,m,single,1,2,monthly,y,3,1,'bad profit'
100209,40,34453,f,single,0,0,monthly,y,2,0,'good risk'
100608,40,30273,m,married,0,1,monthly,y,2,0,'bad loss'
101644,33,23362,f,married,2,2,weekly,y,2,1,'bad profit'
100956,19,20468,f,married,1,2,weekly,y,2,1,'bad profit'
101269,20,24343,f,married,2,1,weekly,y,2,1,'bad profit'
103896,44,26430,f,married,3,3,monthly,y,5,1,'bad loss'
103160,43,29298,m,divsepwid,3,6,weekly,n,5,3,'bad profit'
103642,49,23383,m,divsepwid,4,6,weekly,n,4,3,'bad profit'
104082,38,20000,m,married,3,4,monthly,y,5,1,'bad loss'
100131,35,35875,f,single,0,1,monthly,y,0,0,'good risk'
102318,22,21332,f,single,1,1,monthly,n,2,1,'bad profit'
103716,38,26383,f,divsepwid,4,5,weekly,y,5,3,'bad profit'
103985,28,15518,f,married,2,4,weekly,y,4,2,'bad loss'
103391,46,23531,m,divsepwid,4,6,weekly,n,4,3,'bad loss'
101866,25,20680,f,married,1,2,monthly,y,2,1,'bad profit'
101246,20,16362,f,married,2,2,weekly,y,1,2,'bad profit'
101996,20,22277,f,single,1,2,monthly,y,3,1,'bad profit'
102947,41,22752,m,divsepwid,3,5,weekly,y,5,3,'bad loss'
102404,22,23099,f,single,1,1,weekly,y,1,1,'bad profit'
101672,23,23467,m,married,1,2,weekly,y,2,1,'bad profit'
103839,43,17641,f,married,2,4,weekly,y,4,1,'bad loss'
102016,35,20443,f,single,1,3,weekly,y,3,1,'bad profit'
101445,22,20370,f,married,2,2,monthly,y,3,2,'bad profit'
102909,40,17888,f,divsepwid,3,6,weekly,y,3,3,'bad loss'
100449,35,45238,f,married,0,2,monthly,y,1,1,'good risk'
103819,42,23490,f,married,2,4,weekly,y,4,2,'bad loss'
101954,25,23714,f,married,2,1,monthly,y,2,1,'bad profit'
103247,38,29196,f,divsepwid,3,6,weekly,n,4,3,'bad profit'
103955,46,16646,m,married,2,4,monthly,y,5,2,'bad profit'
100459,36,39899,f,married,0,2,monthly,y,1,0,'good risk'
102809,25,23117,m,single,0,2,monthly,y,3,1,'bad profit'
100365,33,45115,f,married,1,2,monthly,y,2,1,'good risk'
104109,50,16475,m,married,2,3,monthly,y,4,2,'bad loss'
102387,22,24529,f,single,0,3,monthly,y,2,1,'good risk'
100966,19,20287,m,married,1,0,monthly,y,3,2,'bad loss'
102213,38,21620,f,single,1,3,weekly,y,1,1,'bad profit'
101551,22,23194,m,married,2,2,weekly,y,3,1,'bad profit'
101440,22,21772,f,married,1,0,monthly,y,3,2,'bad profit'
101708,24,16726,m,married,1,2,monthly,y,2,2,'bad profit'
101794,24,23566,m,married,2,0,weekly,y,3,2,'bad profit'
100523,37,44936,f,married,1,1,monthly,y,1,0,'bad profit'
103529,48,17862,f,divsepwid,4,5,weekly,n,3,2,'bad loss'
102023,27,21449,f,single,0,1,monthly,n,1,1,'bad profit'
100602,39,44892,m,married,1,2,monthly,y,1,0,'good risk'
102871,40,18156,f,divsepwid,4,6,weekly,n,4,3,'good risk'
103748,40,21441,m,married,3,4,monthly,y,5,2,'bad loss'
100175,38,37533,f,single,0,1,monthly,y,2,0,'good risk'
103497,47,29706,m,divsepwid,2,5,weekly,y,4,3,'bad loss'
101097,19,24292,f,married,1,2,monthly,y,2,2,'bad profit'
101809,24,24709,m,married,1,0,weekly,y,2,1,'bad profit'
100620,40,44705,f,married,1,1,monthly,y,1,0,'good risk'
101722,24,20250,m,married,1,0,weekly,y,2,2,'bad profit'
100720,43,44682,f,married,0,1,monthly,y,2,1,'good risk'
100043,28,28622,f,single,0,0,monthly,y,1,0,'good risk'
101458,22,21515,m,married,2,0,monthly,y,3,2,'bad loss'
103422,46,25537,f,divsepwid,3,6,weekly,y,5,3,'bad loss'
103482,47,27565,m,divsepwid,2,5,weekly,n,5,2,'good risk'
102000,20,22821,f,single,0,1,weekly,n,3,1,'bad profit'
100641,41,44534,m,married,0,2,monthly,y,2,0,'good risk'
103704,50,23952,f,divsepwid,2,6,weekly,n,3,3,'bad loss'
101546,22,24112,f,married,1,1,weekly,y,1,1,'good risk'
103641,49,24478,f,divsepwid,4,6,weekly,y,3,2,'good risk'
103037,42,22775,f,divsepwid,3,6,weekly,n,3,3,'bad profit'
100396,34,44442,m,married,1,1,monthly,y,1,0,'bad profit'
102940,34,16786,m,divsepwid,4,5,weekly,n,4,2,'bad profit'
101552,22,23009,m,married,1,0,monthly,y,3,2,'bad profit'
100335,32,40187,f,married,1,2,monthly,y,2,1,'good risk'
102673,24,23656,m,single,1,2,weekly,n,1,1,'bad loss'
102590,28,15055,m,single,1,3,monthly,n,3,1,'bad profit'
101417,31,22506,f,married,1,1,weekly,y,3,1,'bad profit'
103091,42,26492,f,divsepwid,3,5,weekly,n,5,3,'bad profit'
102870,40,19945,f,divsepwid,2,6,weekly,y,4,2,'bad loss'
101719,24,21611,m,married,2,2,weekly,y,3,2,'bad profit'
103727,50,29614,f,divsepwid,2,5,weekly,n,4,2,'bad loss'
102482,23,22384,m,single,1,3,weekly,n,3,1,'bad profit'
103427,46,28586,m,divsepwid,2,5,weekly,n,4,2,'bad profit'
100110,34,31218,f,single,0,1,monthly,y,2,0,'good risk'
102237,26,24608,m,single,0,2,weekly,n,3,1,'bad profit'
101139,20,21548,m,married,2,1,weekly,y,1,1,'bad profit'
101556,22,24766,m,married,1,2,monthly,y,3,1,'bad profit'
102697,30,18287,m,single,0,3,monthly,n,1,1,'bad profit'
103853,43,29870,f,married,2,3,monthly,y,4,1,'bad loss'
102352,22,22659,m,single,1,3,weekly,n,3,1,'bad loss'
102703,24,15541,m,single,0,1,weekly,y,3,1,'bad profit'
101732,24,20857,f,married,2,1,monthly,y,2,1,'bad profit'
101393,21,23514,f,married,1,2,monthly,y,3,1,'bad profit'
104095,32,16331,f,married,2,4,monthly,y,5,1,'bad loss'
102246,32,17190,m,single,0,2,weekly,y,1,1,'bad loss'
101521,22,16152,m,married,1,2,weekly,y,1,2,'bad profit'
102541,27,23751,m,single,1,1,monthly,y,1,1,'bad profit'
102982,41,26976,m,divsepwid,3,5,weekly,y,4,2,'bad loss'
103449,47,21127,f,divsepwid,2,5,weekly,n,3,3,'good risk'
103040,42,24979,f,divsepwid,2,5,weekly,y,5,3,'bad loss'
101480,26,22146,f,married,2,0,weekly,y,2,2,'bad profit'
102217,21,24362,f,single,0,3,monthly,n,1,1,'bad profit'
103307,45,18427,m,divsepwid,3,5,weekly,y,4,2,'bad profit'
102408,22,17706,m,single,1,3,weekly,n,3,1,'bad profit'
100979,19,21121,m,married,2,2,weekly,y,3,1,'bad profit'
103079,42,25271,f,divsepwid,2,6,weekly,n,5,3,'bad profit'
100424,34,43895,f,married,0,1,monthly,y,1,1,'bad loss'
103392,46,26178,m,divsepwid,2,5,weekly,y,4,3,'bad profit'
100900,18,23946,f,married,2,0,monthly,y,3,2,'bad loss'
100040,28,31731,m,single,0,0,monthly,y,2,0,'good risk'
103044,42,24632,m,divsepwid,4,6,weekly,y,4,3,'bad loss'
103757,40,24954,f,married,3,3,weekly,y,4,2,'bad loss'
100300,31,36036,f,married,0,2,monthly,y,1,1,'good risk'
100506,37,43820,m,married,1,2,monthly,y,1,0,'good risk'
103747,40,20563,f,married,3,4,weekly,y,5,2,'bad loss'
103558,27,24362,f,divsepwid,3,6,weekly,n,3,2,'bad profit'
102270,21,24675,m,single,0,1,weekly,y,2,1,'bad profit'
102753,34,20362,f,single,0,3,monthly,y,1,1,'bad profit'
100477,36,43761,f,married,0,1,monthly,y,1,0,'bad loss'
103363,46,18242,f,divsepwid,4,6,weekly,y,3,3,'good risk'
103432,47,15370,f,divsepwid,2,6,weekly,n,4,3,'bad profit'
100848,18,22446,f,married,1,2,weekly,y,2,2,'bad profit'
101658,23,23568,m,married,2,1,monthly,y,1,2,'bad loss'
103261,44,28740,m,divsepwid,3,5,weekly,y,4,3,'bad profit'
101824,24,24956,f,married,2,2,monthly,y,3,1,'bad loss'
103797,41,25541,f,married,2,3,monthly,y,5,1,'bad loss'
103298,45,24977,f,divsepwid,4,6,weekly,n,5,3,'bad profit'
102585,24,16904,m,single,1,1,weekly,n,1,1,'bad profit'
102157,21,15772,m,single,1,1,weekly,n,2,1,'bad profit'
100972,19,22049,f,married,2,2,weekly,y,2,1,'bad profit'
100726,43,40460,f,married,1,2,monthly,y,2,1,'good risk'
100191,39,39326,f,single,0,1,monthly,y,0,0,'good risk'
102883,40,21650,m,divsepwid,4,5,weekly,y,5,3,'bad profit'
101786,24,22677,f,married,1,0,weekly,y,2,1,'good risk'
101547,22,23552,f,married,1,1,weekly,y,1,2,'bad loss'
102415,22,24231,f,single,1,3,weekly,n,3,1,'bad profit'
104068,49,29478,m,married,2,3,monthly,y,5,1,'bad loss'
103513,47,29755,m,divsepwid,4,5,weekly,y,4,2,'bad profit'
102545,33,23828,f,single,1,3,monthly,n,2,1,'bad profit'
101759,24,21937,f,married,2,2,weekly,y,3,1,'bad profit'
102622,24,20655,m,single,0,1,weekly,n,3,1,'bad profit'
103200,44,20594,f,divsepwid,2,5,weekly,y,5,3,'bad profit'
100134,35,39207,m,single,0,1,monthly,y,2,0,'good risk'
101647,23,24674,m,married,1,1,weekly,y,2,1,'bad profit'
101588,23,20631,m,married,2,2,weekly,y,3,1,'bad profit'
102399,36,16450,f,single,0,2,weekly,n,2,1,'bad profit'
100990,19,17168,m,married,1,0,monthly,y,2,1,'bad profit'
101353,21,24545,f,married,1,1,weekly,y,3,2,'bad loss'
103206,44,15453,m,divsepwid,3,6,weekly,n,4,2,'bad profit'
103769,32,29705,f,married,3,4,weekly,y,5,2,'bad loss'
101297,21,21761,m,married,1,0,monthly,y,3,1,'bad profit'
103854,43,16473,f,married,2,3,monthly,y,5,2,'bad loss'
101027,19,15181,m,married,2,1,weekly,y,1,2,'bad profit'
102641,24,18638,f,single,1,2,monthly,n,3,1,'bad profit'
101827,24,15345,m,married,1,0,monthly,y,1,1,'bad profit'
101145,20,22432,f,married,2,0,weekly,y,3,2,'bad profit'
102818,25,24216,f,single,0,3,monthly,y,3,1,'bad profit'
102958,29,20807,m,divsepwid,2,6,weekly,n,5,2,'bad loss'
100646,41,42904,m,married,1,1,monthly,y,2,0,'good risk'
103425,46,29273,m,divsepwid,4,5,weekly,y,3,2,'bad profit'
103693,50,23083,m,divsepwid,2,5,weekly,y,5,3,'bad profit'
101007,19,22109,m,married,2,0,weekly,y,3,1,'bad profit'
103547,48,24526,f,divsepwid,2,5,weekly,n,3,3,'bad loss'
102462,23,21832,m,single,0,3,monthly,n,3,1,'bad profit'
101632,23,22394,m,married,2,0,monthly,y,2,1,'bad profit'
104032,36,25920,f,married,2,4,weekly,y,4,2,'bad loss'
101940,25,24428,f,married,2,2,weekly,y,1,2,'bad profit'
102233,21,24512,m,single,1,1,monthly,n,1,1,'bad profit'
104105,50,28813,m,married,3,4,monthly,y,4,1,'bad loss'
101516,22,16714,f,married,2,0,weekly,y,3,2,'bad profit'
103841,43,22475,f,married,3,3,monthly,y,4,2,'bad loss'
101466,22,20668,m,married,1,1,monthly,y,1,2,'bad loss'
101541,22,23077,f,married,2,2,monthly,y,2,1,'bad profit'
101566,22,24164,m,married,1,2,weekly,y,2,2,'bad profit'
103442,30,22525,f,divsepwid,3,6,weekly,n,3,3,'bad loss'
103198,44,20714,f,divsepwid,4,6,weekly,n,4,3,'good risk'
100356,33,36062,m,married,1,1,monthly,y,2,0,'good risk'
102494,23,21620,m,single,1,1,monthly,y,3,1,'bad profit'
101554,22,15155,m,married,1,1,weekly,y,3,1,'bad profit'
100308,31,42471,f,married,1,2,monthly,y,2,1,'good risk'
102078,20,23379,f,single,0,2,monthly,n,1,1,'bad profit'
100667,30,40658,f,married,0,1,monthly,y,2,0,'good risk'
102721,24,23735,f,single,0,1,weekly,n,1,1,'bad profit'
100932,36,24974,m,married,2,0,weekly,y,2,1,'bad profit'
100182,39,34252,f,single,0,1,monthly,y,0,0,'bad loss'
100978,19,21026,f,married,2,2,monthly,y,3,1,'bad loss'
100201,40,29216,m,single,0,1,monthly,y,2,0,'good risk'
100800,27,40906,m,married,1,2,monthly,y,1,0,'good risk'
100127,35,32827,m,single,0,0,monthly,y,0,0,'good risk'
102314,22,17548,m,single,0,2,monthly,n,2,1,'bad profit'
102366,22,23513,m,single,1,2,weekly,y,3,1,'bad profit'
100865,18,22662,m,married,1,1,weekly,y,3,2,'bad profit'
100999,19,15701,m,married,2,2,weekly,y,3,2,'bad profit'
103619,30,17962,m,divsepwid,3,6,weekly,y,3,3,'good risk'
100371,33,42234,m,married,1,2,monthly,y,2,1,'bad loss'
101278,21,15130,m,married,2,1,weekly,y,1,2,'bad profit'
103045,42,23902,f,divsepwid,2,5,weekly,y,5,3,'good risk'
102468,23,22128,m,single,1,3,monthly,n,3,1,'bad profit'
101302,21,20815,m,married,2,2,weekly,y,2,1,'bad profit'
103702,31,23345,f,divsepwid,4,5,weekly,n,5,3,'good risk'
103335,45,26710,f,divsepwid,2,5,weekly,y,5,2,'bad profit'
103377,46,24411,f,divsepwid,4,6,weekly,n,4,3,'bad profit'
100289,30,42169,f,married,0,2,monthly,y,2,1,'good risk'
100276,30,42144,f,married,1,2,monthly,y,2,1,'good risk'
103286,45,17444,m,divsepwid,4,6,weekly,y,4,3,'bad loss'
102036,20,20589,m,single,1,3,monthly,y,2,1,'bad profit'
100550,38,42110,f,married,1,2,monthly,y,1,0,'good risk'
101046,19,23163,f,married,1,1,weekly,y,3,1,'bad loss'
103165,43,27669,f,divsepwid,3,6,weekly,n,5,3,'bad loss'
101102,19,24151,f,married,2,1,weekly,y,3,1,'bad profit'
101011,34,21582,f,married,1,2,monthly,y,1,2,'bad profit'
102902,40,23874,m,divsepwid,4,6,weekly,n,5,2,'bad loss'
100939,18,24780,m,married,2,1,monthly,y,3,2,'bad profit'
102405,22,16582,f,single,1,1,weekly,n,2,1,'bad profit'
102015,20,20755,f,single,1,3,monthly,y,1,1,'bad profit'
100583,39,40335,m,married,1,2,monthly,y,2,0,'good risk'
101288,21,20448,m,married,1,0,weekly,y,2,2,'bad profit'
103475,29,23005,m,divsepwid,3,6,weekly,y,4,3,'good risk'
102993,41,26030,m,divsepwid,4,5,weekly,n,4,2,'bad loss'
103423,34,16843,m,divsepwid,3,6,weekly,n,3,2,'good risk'
102838,25,23158,f,single,0,1,monthly,y,3,1,'bad profit'
100120,34,27530,f,single,0,0,monthly,y,0,0,'good risk'
101651,23,24290,m,married,2,1,monthly,y,1,1,'bad profit'
102400,22,24312,m,single,0,3,weekly,y,1,1,'bad profit'
101510,22,23305,f,married,2,1,weekly,y,1,1,'bad profit'
101623,23,20456,m,married,2,2,weekly,y,3,2,'bad profit'
100659,41,41774,f,married,0,1,monthly,y,1,0,'bad profit'
101029,19,21038,m,married,2,2,monthly,y,1,1,'bad profit'
100475,36,41767,m,married,0,2,monthly,y,1,0,'good risk'
103888,44,23900,f,married,3,4,weekly,y,4,1,'bad loss'
101128,20,22335,m,married,1,2,weekly,y,1,1,'bad profit'
100438,35,41735,f,married,0,1,monthly,y,1,0,'good risk'
102763,25,20837,m,single,1,2,monthly,n,1,1,'bad loss'
103430,46,27792,m,divsepwid,4,6,weekly,y,4,2,'good risk'
100964,28,21208,f,married,2,2,monthly,y,2,1,'bad profit'
102921,40,25607,f,divsepwid,2,6,weekly,y,3,3,'good risk'
100010,25,30908,f,single,0,0,monthly,y,2,0,'good risk'
102671,24,23283,f,single,1,2,monthly,y,2,1,'bad profit'
101314,21,21394,m,married,1,2,monthly,y,1,1,'bad profit'
100803,34,19039,f,married,1,0,weekly,y,1,1,'bad profit'
103533,48,20472,f,divsepwid,2,5,weekly,n,5,2,'bad profit'
100198,40,28835,f,single,0,1,monthly,y,2,0,'good risk'
100008,25,32461,m,single,0,0,monthly,y,2,0,'good risk'
101268,32,24350,f,married,2,1,monthly,y,3,2,'bad profit'
100553,38,41506,f,married,0,1,monthly,y,1,0,'bad profit'
100380,33,41492,f,married,0,1,monthly,y,2,1,'bad profit'
103820,30,24668,f,married,3,3,weekly,y,4,1,'bad loss'
102307,22,20075,m,single,1,3,monthly,n,3,1,'bad profit'
